Every so often I walk around it,joy
I don't know what it is about the lake,joy
A shelf of clouds cover the sky and Calhoun choppy from the breeze glitters only slightly,joy
I itch my neck for some reason it itches,joy
Soon the lake will be frozen everyone walking on top of it,joy
I don't get it,joy
Just like the fisherman,joy
Doesn't seem fair not at all,joy
I amble around the lake and the people are slowly thinning out,joy
I on the other hand have nothing to go home to,joy
I should have brought a book with me Then I could read at the lake,joy
And there are plenty of fish,joy
And it's not that cold yet,joy
People stare as I dangle my feet into the lake in October,joy
No one is in the lake and I think everyone thinks something is wrong with me Something is wrong me but I still don't know what,joy
I control it at first,joy
A person walks by me and says something but I don't know what and I'm singing something but I can't place to tune,joy
I think,joy
I could be wrong,joy
But where else would I know it from,joy
Vardaman is right,joy
I just throw my clothes in a pile,joy
I can see people running at me as I dive into Calhoun,joy
For the first time in my life I feel completely normal,joy
I read somewhere that fish don't sleep,joy
Except for some tiger sharks,joy
You're going to hear that a lot from me in the coming weeks I think,joy
What a suck-ass day this turned out to be,joy
Work was fucked up,joy
can I borrow,joy
And now the MAIN instigator in the house has come home,joy
December 1st,joy
Mustkeepeyesonprize,joy
So,joy
This last week at school was nuts- it was the first time that I can remember where I was putting in the hours in the lab really busting my ass- classes are going well and I feel like it all ties in- which I really like,joy
Anyways I'm not sure there's anything else I can add that hasn't been said over and over,joy
Now I'm just trying to take everything one day at a time,joy
My brother turns 16 on Wednesday (howweird),joy
Last week was so busy that I just TRASHED it,joy
It needs a serious pick up and vacuum,joy
I took Shelby again,joy
she was raring to go,joy
back at the car T had Shelby all wrapped up in a towel to warm her,joy
T started off with Smiley; a 2-3 year-old shepard-pitbull mix,joy
I ran with Smiley this past Wednesday; he was just released (no one came to claim him) and allowed to go for a run,joy
XD,joy
This was the cake,joy
It was fun-filled!,joy
He turned 4!,joy
Just as he was about to blow out his cake,joy
He cried,joy
lol [they are cute brothers no?],joy
I was scared to see him with a knife,joy
XD,joy
He first tore up the toy car,joy
and I tore up the cake!,joy
:D It was really yummy!,joy
At Work:,joy
This is one of my co-workers grandson,joy
I think he has a crush on me XD,joy
On the way home I picked up my niece Jenny,joy
lt;3,joy
Interact Club - A Day In The Park:,joy
I didn't even think about what I was wearing or anything and just left,joy
XD,joy
Christina's shoe,joy
This is Phi,joy
He looked tired~,joy
Meet Mango!,joy
HAR HAR,joy
This goes to show you have a bigger heart than I Mango dearest,joy
We saw this kid when we were just chillaxing,joy
XDDDD,joy
Oh yeah!~ Our shadows?,joy
We need new ideas,joy
Interact Club - AIDS Walk:,joy
It was like 8 in the morning and so,joy
and so we try to warm up!,joy
Alex you suck,joy
XD,joy
I don't know,joy
Anywho this balloon man was awesome!,joy
I didn't get anything though,joy
Yes there were a lot of heads,joy
Thousands and thousands of people attended,joy
Here we go~!,joy
As we walked,joy
and walked some more,joy
and even more!!,joy
Along the way Christina Kevan Eff and I played the alphabet game like in a gazillion different versions,joy
Two hours with Kevan I should get credit for surviving that long with that nerd,joy
XD,joy
Then we met him,joy
I question that too,joy
I want to go here,joy
because they have a snazzy sign!,joy
This was after we finished a 6 mile walk,joy
Check out the look on Christina's face,joy
XD,joy
Anywho I got really interesting fortunes!,joy
I saw Kathy Vu during the walk!,joy
I haven't seen her in like two years!,joy
Eff likes bunnies,joy
Afterwards we went out to eat with other peoples at Pizza My Heart!,joy
Check out little dao's face,joy
XD,joy
and then meet the nox,joy
Daos you guys complete me XDDDDDD,joy
XD,joy
Everyone else calls him Tony,joy
XD,joy
Interact ended up being a whole ton better than I had expected,joy
I stand barefoot by the ocean's edge my feet sinking slowly being sucked beneath the surface of the cool wet sand,joy
I am planted there,joy
Head tilted back,joy
The sand wrapping my feet is now warmer than the air,joy
Slightly swaying with the breeze I can feel the deep vibration moving through me around me and away,joy
Well here we are again at the conclusion of another all too fleeting weekend,joy
Although my brother likes to point out the fact that every day for me is a weekend,joy
Speaking of time this morning amazon dot com and myself transacted some by business,joy
I ordered the first season of Doctor Who on DVD,joy
I'm sorry but British television rules,joy
Spending quality time with my sister-in-law is different,joy
This coming week I intend to get serious about my real estate venture by establishing a revolving line of credit at the bank,joy
I am actively seeking foreclosures and other deals however if I find one I want to get the financing out of the way to allow me to move quickly,joy
I can't believe it!,joy
It's amazing,joy
Right now we're on a train traveling from Rome to Florence,joy
We'll sightsee there and then take another train to Venice in the evening,joy
We're planning on staying two nights in Venice,joy
From there it's on to Switzerland and then France,joy
Wow,joy
On Friday we saw the Coliseum the Pantheon Trevi Fountain the Spanish Steps Palatine Hill Villa Medici Trinita dei Monti Piazza del Popolo and much more,joy
The Coliseum (or Colosseo) was awesome,joy
Amazing,joy
Yesterday (Saturday) was spent at Vatican City,joy
To enter the Museums it was about a two hour wait,joy
In October the Museums close quite early (1:20pm) so by the time we got in we didn't have a whole lot of time to see things,joy
I would have loved to see the Library but we didn't get to it,joy
Ah well,joy
There was so much to look at I just couldn't take it all in,joy
At all,joy
After eating a quick meal we walked around the outside of the wall trying to find St Peter's Basilica,joy
Didn't have to wait too long though,joy
Inside was stunning- and FULL of people,joy
And then we realized- there was Mass going on!,joy
I can't believe they do that!,joy
It's so rude!,joy
Ah well,joy
Last night we met an Australian couple at our hostel and had a nice chat,joy
You meet a lot of neat people at hostels,joy
There is a pizzeria and gelateria on every corner,joy
Should I take the job Jamie offered me? Should I stay in Salem?,joy
Completely,joy
so I've discovered a new superpowe (and yes I do have others),joy
keep in mind my bed is lofted about 45 ft high and I was hungover after having slept 4 hours,joy
then my bro calls,joy
I'm too lazy to pick it up,joy
then he calls again and knowing that's the international sign for pick up the frickin' phonei picked it up thinkin' there was something wrong with him,joy
and he's like,joy
are you okay?,joy
I'm like,joy
huh news travels fast,joy
his gf's mom had called him,joy
he called my sister,joy
THEY called me I just wanted to frickin' sleep!,joy
all in all an interesting sunday,joy
yeah,joy
useless day,joy
so I made a martini,joy
that I'm still trying to finish,joy
this fuckers don't go down too easy,joy
hum,joy
definitely in the audible range and very regular,joy
then it would relax again,joy
but yeah,joy
didn't rumble like,joy
say,joy
or how they make them sound in movies,joy
it hummed,joy
Earlier this week Karina had invited me over to her townhouse,joy
I got there a little after 7 Project Runway reruns playing on Bravo and I asked Where's Kubik? because she's usually very punctual,joy
I take a seat in the armchair across from Karina and while she's talking a face appears in the window behind her grinning and waving enthusiastically,joy
Kubik gets a plate for her Chipotle burrito and I ask for tea to dilute the effects of the two cups of coffee I had earlier,joy
Karina prepared a plate of 3 cheeses red peppers crackers and we settle in front of the TV for some Project Runway,joy
This is too intensewith Karina asking if she needs to step outside,joy
Haha except nicer,joy
Sunday afternoon Erica Diana and I are going to the Spy Museum,joy
On the first floor they have a crawlspace you can go through,joy
It's carpeted so not too hard on the knees and I see that someone left behind their brochure,joy
While I'm looking at an exhibit on bugging devices this kid comes up behind me and hands me the pamphlet You dropped this,joy
Later there's a phone booth that rings for visitors to pick up but our timing is never quite right,joy
Diana finds a book and Erica picks up some souvenirs for her family,joy
It was cute,joy
I dipped my finger into the water and she drank the water that collected on it when I put it close to her,joy
Josh aka the creep who I'm in the group with has been tolerable,joy
So we finished the group work and I decided just to head home,joy
There wasn't really nothing on campus I could do that I felt like doing,joy
I did spend some time on the Live Journal looking for pictures/ userpics,joy
Plus,joy
I find myself relating to her alot,joy
LOL,joy
well as normal as it can be,joy
*whispers* especially if I factor Matt into the mix,joy
She is also very strong and keen but carries the scars of her past,joy
Appleseed is another Anime movie I loved,joy
Wish I could get that ESWAT uniform she wears,joy
Matt I actually think you may like this one,joy
So that's what I did for like a half an hour,joy
I decided to get my annual supply of contacts with the knowledge if I did I could get a free webcam and a $30 rebate,joy
The total came to $21892 but it's worth it,joy
I still have a few other appointments,joy
Worked out at the YMCA and took a long relaxing shower after a stay in the sauna,joy
It feels so nice after a long workout,joy
So I stayed at the YMCA for about 2 hours and went home to my little bird,joy
I took out the webcam from Shopko and entered the program into my computer,joy
It works great and I really like it,joy
It's actually something I thought about alot and I did stay dressed up for it,joy
I mean,joy
my guy hasn't seen me for about 4 months so I wanted to look nice,joy
I've always been able to see him if I asked so now he has the option now as well,joy
*smiles* he said I looked cute as always,joy
thanks hun,joy
I'm sorry and I will get more focused,joy
I've not been acting like myself and I know it,joy
So I dedicate this song to you,joy
Artist: Crossfade,joy
Song: Cold,joy
Looking back at me I see,joy
I'm always wrapped up in,joy
Things I cannnot win,joy
You are the antidote that gets me by,joy
Something strong,joy
What I really meant to say,joy
Is I'm sorry for the way I am,joy
And I'm sorry about all the lies,joy
Maybe in a different light,joy
You could see me stand on my own again,joy
Cause now I can see,joy
You were the antidote that got me by,joy
I never really wanted you to see,joy
Locked inside of me so deep,joy
It always seems to get to me,joy
I never really wanted you to go,joy
So many things you should have known,joy
*smiles* I will beat this thing,joy
*huggles to you all*,joy
Mrangelmeg and I took his cousin Lilli to St Meinrad with us on Friday evening for a couple of functions that happened to be going on that evening in conjunction with this semester's lay student class weekend,joy
The picture is called Exodus and is of Moses and the Israelites crossing the Red Sea painted by an Ethiopian artist who currently lives in South Dakota,joy
The other activity was the inaugural session of Theology in the Round a session intended to bring Seminarians Lay Students and Alumni together for an evening of discussion surrounding a topic chosen by a guest speaker,joy
visiting with all my friends who are there for class this weekend while I am not,joy
I do miss them so very much though I don't miss class at all,joy
And we got to see the Extreme Makeover Home Edition house in St Meinrad (the town) as we drove to the Monastery,joy
How cool was that?,joy
And forget the Internet where as much as 75% of all information is general nonsense,joy
Enter stage left: Daniel's Five Minute Guides,joy
1,joy
Gregorian chants were written during these ancient times,joy
2,joy
Claudio Montiverdi was one of the most prominent composers of this era,joy
3,joy
Baroque (1600-1750): The era of Bach Handel and Vivaldi saw the development of almost every modern instrument in use today particularly the violin clarinet and piano,joy
4,joy
Just kidding,joy
You can find nearly all of the most popular composers in this era namely Mozart and Beethoven (both of whom didn't know they were writing classical),joy
They used simple ideas simple textures and simple forms all of which make for great listening material,joy
5,joy
Female composers gained more visibility during this period such as Clara Schumann,joy
6,joy
And anything and everything was possible from atonal to experimental to electronic,joy
7,joy
That was painless wasn't it?,joy
The autoplay in each entry will be set to off but please don't be shy click play!,joy
They talked about how it would be nice if some of the appellate judges understood how farms operate when lawsuits against farmers come up,joy
So I'm leaning slightly in favor although I mostly don't see how it will make that big of a difference,joy
ugh,joy
again kerstin has proven to herself how she isn't who she wants to be yet,joy
:D!,joy
I don't like making decisions b/c I don't want to make the wrong one,joy
there are no wrong decisions only different outcomes! but I can't,joy
and im bound to it,joy
no she's fine,joy
my brother has turned into a pimp from what ive gathered,joy
this amuses me so very much,joy
if you know my brother and his inablility to approach women you'd understand a lot better,joy
yeah he's basically dating three girls in his sophomore class woo~ go jg,joy
college?,joy
my ren,joy
ive successfully installed ilisten so I can literally talk in my essays instead of type them,joy
just a lot of proofreading w/ that approach,joy
and I have my costume but it's a secret ;D,joy
(well mostly two and 1/2 people know),joy
im pumpkin carving soon so im thinking of doing something simple but effective,joy
ie,joy
the vomiting pumpkin,joy
so easy and cool~ish looking,joy
I miss hugs,joy
(and im not talking about the stalker hugs o_o those do not count) T_T,joy
haven't had any major fights w/ roomies not even small ones,joy
o_O,joy
one last note!,joy
speaking in thrid person amuses kerstin!,joy
:D!,joy
take care guys!,joy
til nxt rambling ,joy
so I had this dream,joy
really,joy
I'm not going to tell you,joy
but its NOT ben,joy
I think I'm finaly over ben,joy
any ways so about my dream,joy
so I was walking next to him and we were looking at one another,joy
and I held my head there for a while,joy
wow this kinda sounds like it going into a porno,joy
far from,joy
infact I'm done,joy
but I was thinking about it alot today,joy
and I ride my horse by his house and even sometimes ride with his dad and last time he came out too,joy
I looked up from my script and thanked him for playing,joy
Ohhe said and smiled,joy
A few seconds later he turned to me and asked Are you going to be here a while?,joy
Ah thanks,joy
I got my violin on tuesday,joy
its a very expensive german hofner model brand new,joy
that and le cygne which is also very easy but just as sophisticated as anything else,joy
le cygne is usually played on cello so just bring it an octave up,joy
cameron wants me to do a radio interview with him on his radio show one night so we'll have to schedule that,joy
I wrote a little bit of my book but not much,joy
of course 2 pages is better than the zero I've been keeping up almost all month,joy
thats all I'm going to mention right now,joy
Dear Marketplace:,joy
I'm an avid listener of the programme,joy
Today though I heard the commentary of Susan Lee,joy
Assumption: That's because Markets[sic] are much better at collecting and evaluating information than anything else on the planet,joy
This depends on what you're measuring,joy
Biodiversity isn't measured because it is more complex than one transaction,joy
It is like throwing everything you eat into a meat grinder,joy
Who is going to buy this sort of prediction and 'futures'?,joy
*The ones in control of it*?,joy
And I do ask who profited from 9/11 in the first place?,joy
Yes Ms Lee mentions insurance,joy
Look into it,joy
The answers are dispicable,joy
Comment: Traders those who buy and sell the contracts bring all their disparate information on the political situation in Saudi Arabia into this central marketplace,joy
Would Ms Lee be throwing out these ideas for the US elections?,joy
Maybe it's time to add one more weapon to the arsenal,joy
Maybe it isn't!,joy
Joementum manages to dive on the recent threat-ish that emerged from Britain and turn it all around to make a comment on Ned and the democrats,joy
That's why they went for the British airports,joy
This is how the redcoats see the world,joy
The terrorists want us out of Iraq,joy
As long as terrorists exist we can't get out of Iraq,joy
As long as there are any terrorists anywhere doing anything we can't pull out,joy
The state of Iraq what the Iraqi people want all of that jazz it's never spoken of at times like these,joy
All that matters is that terrorists want us out of Iraq so that means we have to stay,joy
Then Holy Joe ripped this one out:,joy
Joe you're scraping,joy
You're turning redcoat,joy
Then I wake up,joy
The Getty Museum in LA stems from his collection,joy
They have several Degas,joy
and Rembrants,joy
and Monets,joy
and Reniors,joy
and Titians,joy
and Van Goghs,joy
Now understand when it comes right down to it I am a hick from the sticks,joy
I had never before seen a work by any of the Masters - the closest I have ever gotten to a Michelangelo is watching Teenage Mutant Ninja Turtles,joy
A real Alma-Tadema,joy
They didn't like me very much,joy
Photobucket - Video and Image Hosting,joy
Well I'm getting to that!,joy
Photobucket - Video and Image Hosting,joy
Another femur,joy
A femoralacetabular joint,joy
A glenoid-humoral joint) Some of the exhibits were very interesting such as the soccer player and the skateboarder,joy
Seeing the body in action was very interesting,joy
Now people can see that organs are not the cartoonish objects that one sees in a book,joy
They have the blood vessels of various limbs that have been injected with polymers so that you can witness the intricacies of the blood supply,joy
The basic anatomy and bodies in motion portions are a must see,joy
Just thought I'd let you know,joy
:p,joy
I'm still being bothered by the craziest smells,joy
I'm also constantly congested and I've been having drainage in my throat,joy
My energy level is starting to increase more and more,joy
Since school is just starting we've been eating a lot and it's funny because they are letting me get away with going first saying I am eating for two,joy
no we're not considering Johnny as a name!)',joy
Alright we're about to eat dinner so until next time,joy
Jessica and Scott are outside on the porch playing a card game together,joy
It hasn't been very eventful in any way,joy
Besides Hitler,joy
or George Bush,joy
or somebody like that,joy
He keeps yelling and pounding his feet on the floor,joy
Cold with cocktail sauce?,joy
To which my brother said Cocktail,joy
That's what I think,joy
As you can tell my day has been nothing short of tremendous,joy
It looks like somebody puked up several golds and pinks and then pasted it on a canvas,joy
I just want,joy
I dont even know,joy
anyways,joy
I'm out,joy
Later,joy
It wasn't because I was sad though,joy
I looked over at Jon and I said Hey I feel like I'm going to pass out,joy
I woke up to Jon picking up my head and saying my name but I couldn't hear him,joy
Hey!,joy
I know I have not been writing 4 a long time,joy
I was studying 4 my CT3,joy
Anyway a few weeks ago I visited a chinese tea house and ate mooncakes and proper tea and tea eggs,joy
I will never try one again and I suggest you do the same,joy
I had rockwall enrichment yesterday,joy
It started raining jus B4 it started,joy
Luckily it stopped in time for the lesson,joy
Bye,joy
So I started work Weds,joy
That was uhm harsh?,joy
I'm being trained by this woman her name is Judy,joy
Not to mention I find her to be incredibly intimidating(surprise?),joy
Anyway as the day proceeded it seemed to be getting easier and I was so sure I had the basics down pat,joy
I felt this way up until it was time to count my drawer,joy
The second day I went in and I was so paranoid,joy
OF course I was stressing it too much because as the day proceeded I began to feel myself becoming more and more comfortable with everything,joy
The end of the day came and it was than time to count out my drawer,joy
Today (day three) went relatively smoothe,joy
at the end of today my drawer was exact again,joy
Tomorrow I have to go in at 8 and stay till 5pm,joy
That is going to suck so much,joy
Urrr two more hours gt;lt; Ahh than for this coming week they have me down for nearly everyday till closing time,joy
Hopefully tomorrow will go smoothe,joy
I'm definately done bitching for now,joy
Buh byeee,joy
Another little check-off on the to-do list as all three of my summer classes are now done and graded and I still retain my 40 GPA,joy
Thus Statistics mandatory Spanish and the public speaking class I've been in this summer were the three classes I've assumed were most likely to potentially drop my GPA,joy
It's why I try to hone my body as I do my mind,joy
I have a month off of classes now to do research and move and probably take up an internship job,joy
Life keeps moving,joy
I sent the last one that came around off with such a red face it was a wonder he didn't pass out!,joy
I wonder if its faded yet,joy
He called me a woman,joy
I don't look that much like a girl do I?,joy
Seven hours on the road in two days and I've come to the conclusion that most people have no concept of what turn signals speed limits and restroom sinks are for,joy
I stopped in New Gloucester to use the bathroom on the turnpike and had to wait because it was so busy,joy
All told about a dozen guys and I was the only one who actually washed his hands,joy
There wasn't even a cursory pretend wash amounting to little more than a cold water rinse,joy
Some were in the middle of eating others were holding girl's hands or their children,joy
Wash your damned hands,joy
I didn't see much of Michael he had to work during the day then Holly and I skipped out to see a movie and left him with the kids,joy
You know it's like the Airport Mall here in Bangor: the automatic doors for instance aren't necessarily automatic anymore,joy
The theater itself hasn't been updated since approximately ET was first released,joy
It makes me appreciate the local cinemas that much more (the former) Hoyt's and even the cheap seats at Spotlight in Orono all have the new stadium seats bigger screens and latest sound tech,joy
But it was nice to get out to the movies with Holly I don't get to see her very much at all in any role other than as mom and as a single male with no kids it's hard to associate myself with parents,joy
I have no clue,joy
What do I do when someone three feet tall smacks me in the head?,joy
But unlike that said territory children grow-up at some point and most at least realize that you can't just go around pissing people off,joy
Though they undoubtedly do,joy
The movie itself sucked,joy
Tricky bastards,joy
But this one was just full of plot holes that you could drive a truck through,joy
Ok so at one point they find a dead moose in the middle of the cave system,joy
How did it get there?,joy
Umm-kay I can see that,joy
But on each side of this cavern there are drop-offs of hundreds of feet that had to be traversed by clinging to the ceiling,joy
So how the holy fuck did the cave-dwellers get a MOOSE through?,joy
And what about the primitive cave paintings by the local natives thousands of years ago?,joy
How did they traverse the chasms?,joy
Would they bother?,joy
You explore for a little bit then WHOOPS!,joy
No floor!,joy
Is your first thought well must find a way across?,joy
What about the tiny passages you'd have to squeeze through?,joy
What's the point?,joy
Fresh water?,joy
Safety?,joy
So what's the point?,joy
After the movie and the subsequent discussion as to all the different ways it was just simply retarded we came back to the house and watched TiVo,joy
We also caught a couple episodes of that new Stan Lee show about the wanna-be super heros on SciFi,joy
I'm already convinced that Feedback will win he just looks the part of a modern comic book figure,joy
Comics and subsequent spin-off media such as movies reflect the point I'm making: the whole shebang has gotten darker both literally and figuratively,joy
Yea ok so I don't know what this has to do with the refrain but it's a catchy tune,joy
Then I head home around lunch time,joy
It was so packed that all three lanes were barely crawling along at the speed limit let alone any faster,joy
Imagine: three lanes of traffic none of it moving for the better part of two hours,joy
Got into Bangor picked up my check went home and waited for Erin,joy
How can I blog so extensively at work?,joy
The new guy is still training and since he goes live on his own next weekend he needs to ensure he can actually do the job on his own,joy
Yes in effect I've become a Supervisor,joy
Sniff,joy
Fosse's career was never the same,joy
Teams---1---2---3---4---5---6----Final,joy
Nick------1---0---1---12--2---2----18,joy
Marco----2---2---1---1---7---0----13,joy
Well it was an all right game,joy
Let's just say they gave us at least five outs but probably more,joy
The inning would just never end,joy
I had quite a few homeruns and was involved on the wrong side of a great defensive play turned in by Joe Twarogowski,joy
Joey who was blocking home plate reached up and snared the ball as I arrived at the plate,joy
Upon hitting the ground he pulled the ball out of his glove and into his bare hand and showed everyone he had held on to complete the double play,joy
When I asked him whether he was all right he said he was and proceeded to tell me that he knew it was coming,joy
He saw the play unfolding but had no way to brace for it because of the high throw and the simultaneous arrival of me and the ball,joy
Pete Rose scores the game-winning run and Ray Fosse the Indians' seemingly promising beacon is never the same ball player,joy
Joe was fine after taking one of the hardest shots any catcher has ever taken in the six years we've been playing ball together,joy
Yes injuries can happen but as a former catcher it's the most exhilarating play in sports,joy
Joe said it doesn't happen that often so it doesn't bother him,joy
It's not as if Joe has never gotten me before,joy
I remember it as though it were yesterday,joy
June 5th 2003,joy
We were intentionally walking Ahsan to load the bases up,joy
I screamed for Billy to throw it and he did,joy
I landed by the ball and picked it up with my bare hand,joy
Ahsan says he still remembers that play,joy
He saw us sprawled out on the ground and thought for sure Joe was out,joy
I remember walking off the field disgusted with myself,joy
It was as if they had won the World Series,joy
They completely mobbed Joe and were bounding around home plate as if Joe were the king of baseball,joy
All right that's all I want to say,joy
My brother and I just went out to go for a bike ride,joy
I checked my bike tire and though it was quite bent and warped I was still able to go biking,joy
What I did to see was check to see what my balance was,joy
It was 62 dollars that's precisely 56 dollars more than I had,joy
Scott moved out this morning,joy
I was sad but I helped him move his stuff,joy
Despite the large load of stuff he took I barely notice a difference in the house,joy
The place looks just as full as it did when he was living here,joy
I've already told mom I'm moving on the weekend of the 26th and I just need to get a hold of Andrea so I can make the plans formal,joy
I could probably find a way to swing it but it would be a little cramped,joy
I also tried to do my timetable today was the first day I can set the timetable,joy
That way I can go to the Furmeets Jason also did the same thing he has Mondays off so he can go to the furmeet,joy
Woohoo!,joy
I need to make another few calls but mom's in Norwich and has the only phone that works right now,joy
I also have my MoCoMotion password and username right here not to mention my OSAP access number and all the numbers I need to call right here with me I am PREPARED,joy
well I could splurge,joy
and they say for this semester I only owe them 104412,joy
So tomorrow I am busy,joy
Sam and I are both working for Burgessville Rocks for Whitney,joy
Alphabeta for two years and now this,joy
Try to tell me that it's not impressive to see on a resume,joy
Which I should print up next week when I find the time after I get the info,joy
I need to have them ready so I can be looking for a job In Brantford after school,joy
None of that for the Runa,joy
I am looking to drive more so I can get my G2 I am solid in my belief that I am going to Brantford on the 26th I am no longer indecisive I want to get away from the issue between my parents and I am looking to be very assertive for college,joy
Here's a list of the things I need to do,joy
I need to do that ASAP,joy
4 move to Andreas and get comfortable there while looking for an after school job,joy
5 talk to the people concerning the shuttlebus from Brantford to Mohawk,joy
So tomorrow's gonna make me a little sad,joy
Not to mention the 680,joy
I will be okay until I move to Andreas and for a little while afterwards I'm in no rush but I want to be ahead of the crowd,joy
You know do my thing be independent,joy
I know I CAN do it I just want college that's my thing,joy
I mean I told her on July 25th or somewhere around there that I'd come help out and I wasn't backing out this time,joy
Plus I get to see Whit Sam Will and the whole High School Crew,joy
I miss em all and they're the smartest most responsible group I've ever been a part of,joy
I will be on all night waiting,joy
Flamers,joy
Not flamboyant Homosexuals but people on message boards and forums,joy
People like a guy I know named Pisher and Kuellere,joy
Both are people who go on the Boxofficemojo forums,joy
Just as an example here's something he wrote,joy
It's a defensible opinion however unproven,joy
So sorry to have misunderstand you it would help if you learned how to write,joy
just because they can,joy
despite the fact that it made nearly 200 million dollars,joy
Well I'm gonna go post on a board and try to ignore the flames,joy
so im confuzed,joy
I dont know what I want outta life,joy
im only writing this stuff down because when I see it in writing sometime I understand myself better,joy
freaky,joy
or even enough of those?,joy
I suck completely and thouroughly suck,joy
I feel like I constantly need a boyfriend,joy
I cant learn to be ok with myself alone and I dont want to have to rely on boys to make me feel like im important or worth living,joy
I want to be that,joy
Do you people not listen to the news or what?,joy
I just can't believe it,joy
I'm only going back now should a member of my immediate family pass away,joy
For ages now I've been doing this self defence class and at the beginning of every class we get a stern talking too about not doing any of this stuff at home and I've just discovered why,joy
So now I have five staples in the back of my head,joy
Which just so you know really fucking hurts,joy
(Click here for full story),joy
We have spent billions of dollars and countless human capital expenditure on the whole Homeland Security division,joy
Honestly I think it means that we will be SAFER for the next few months traveling,joy
It's the pervasive spread of Big Brother Is Watching You that concerns me Some people say we only have to put up with this for two more years while I say Get me a job in Canada!,joy
Two wrongs can make a right in small situations,joy
Plausibility deniable,joy
This works in their favour,joy
It can also be turned against them,joy
I'm currently at Willprint with Cam-cam and Meggie,joy
Some questions wasn't even discussed,joy
Plus that theories and galaxies,joy
fuck I can't wait to live alone!,joy
what the helllll,joy
im cleaning out my inbox and saved folders and stuff too,joy
hahah,joy
so much old stuff,joy
I went delving into my old entries and comments and stuff today,joy
I used to be so sad about it,joy
I still have moments and all natrually,joy
that's one of the last steps,joy
when you come to terms with letting it go,joy
most people say that's the first step but it totally isn't,joy
euphoric almost,joy
wowo,joy
I'm so deep,joy
deep like the kiddy pool,joy
I am back from vacay,joy
we're down to the final weeks of summer people!,joy
even though I know inside that I could beat them at most aspects of all that,joy
Maybe if I just tried hard enough without anyone putting me down,joy
I could do it,joy
My brain seems dead and most probably won't be able to keep up with everything else that I'm sure is going to be thrown at me If people's minds could be weirded out,joy
I wish it all would end,joy
I don't like that,joy
Then they are gone,joy
You can only savour them for that moment,joy
Miss it and that is it,joy
Back then everything was simple,joy
Why is life so much more complex now,joy
What is it that I want out of my life,joy
Where should I go on from here,joy
Questions only questions with no answers,joy
3rd guy sms-ed me 3 times in 3 days time,joy
I gave in to temptation,joy
Was this how Eve felt when Satan tempted her with the forbidden fruit,joy
I replied him asking him to give me a call which he did,joy
We chatted for a while,joy
He told me about his work and his regime for his upcoming marathon,joy
I do not agree with her as my basic needs are not fulfilled yet,joy
I have yet to establish a career for myself,joy
There are still hundreds and one things that I want,joy
Fui al dentista hoy,joy
I got three cavities,joy
THREE,joy
Have to go back ( I shrug at the thought),joy
Well ni modo,joy
Have to have healthy teeth,joy
right?,joy
My parents are moving to Mars Pennsylvania on Thursday,joy
Mars,joy
This is twenty minutes from Pittsburgh where my dad works but still 6-7 hours from Swarthmore where I go to school,joy
Win win!,joy
He won't have to commute across three states anymore but it'll still be a hassle for anyone to visit me or to plan for me to get home,joy
I spend my time joyfully packing boxes,joy
It's like Christmas presents in reverse,joy
Probably I do,joy
But I've spent the last three years trying to cut off any contacts or feelings of mine to this town,joy
I went to a bar last night on my way home and had a drink amp; a sandwich,joy
A guy sat next to me and bumped my leg with his,joy
I talked to the bartender for a minute,joy
Really?,joy
Yeah,joy
Hahaha!,joy
Yeah),joy
He looked high,joy
Attractive and high,joy
I performed the standard get-lost-loser body language,joy
I'm going to start saying things like Sorry I'm moving to Mars,joy
Just because you know too cheesy to live,joy
Also Mormons came to the door last week,joy
I invited them in and ended up with lots of pamphlets amp; the book of Mormon,joy
I'm not sure why I did that or why I allowed that to happen or whatever,joy
Maybe I wanted to fuck with myself which usually happens anytime I feel relatively okay,joy
They were so earnest,joy
Maybe I was nostalgic,joy
I need to go to therapy like whoa,joy
so much has happened since the last time I updates,joy
39 kids 4 leaders 1 amazing Irish woman named lynn and 3 weeks in england ireland and wales can only lead to a once in a life time experience,joy
at first I wasn't convinced that I would literally make friendships to last a life time but that changed as soon as we got on the plane,joy
so I came back right in time right before heathrow airport was put on severe high alert,joy
lets just say I never want to drive a manual car again,joy
It's not like much has happened since last year,joy
or maybe there has been,joy
There is always so much stuff I have to do each day that before I know it the day is gone,joy
I think so far the city has really opened my mind up to certain things,joy
The people here even at Columbia are so different than I expected,joy
My Marketing Strategies class always keeps me thinking about it,joy
Today I exchanged numbers with a girl in my class so we can study for our Midterm,joy
One of the girls who is also in my class was in the elevator,joy
The weirdest part is her roomate is someone who I went to school with since jr high,joy
This weekend I'm going to see Beck,joy
that is if my ticket ever comes,joy
Have lots of prescriptions and mental helath appointments to look forward to but hopefully things will get better soon,joy
I am still having trouble walking straight and am slurring a lot (so excuse the grammar) but things are getting better,joy
Had loads of tests including a catheter due to my not being able to urinate,joy
My night last night turned out amazing towards 8:00-9:00,joy
I had a really nice conversation with Juckett another amazing one with Phil and then another one with Solomon,joy
I turned the channel to ESPN because the DirectTv satellite guide said NFL Live was on,joy
Instead of NFL Live I get Barry Zito of the Oakland A's rambling on about somebody who just died,joy
Jacked Up?,joy
Definitely,joy
I turned the channel to ESPN because the DirectTv satellite guide said NFL Live was on,joy
