Sentences,label
So we just did that,joy
To him,joy
For like a week,joy
Because all those things about Mink are exactly the reason why I can't well can't anything really,joy
And that's total bullshit because those things shouldn't even matter,joy
It's about a fucking jacket,joy
Only maybe just in different ways,joy
There are several things I know,joy
And also I look like a cat,joy
Backing out of that driveway getting further and further away from you was one of the hardest things I've ever had to do,joy
Getting home- back to reality,joy
Now I have to unpack,joy
anyways I wont b here all weekend I will b in penn state with a bunch of male bleeders and my brother lol so there ttyl byes,joy
Well you know,joy
You tell me that it's evolution,joy
Well you know,joy
Don't you know you can count me out,joy
Don't you know it's gonna be alright,joy
Alright Alright,joy
You say you got a real solution,joy
Well you know,joy
You ask me for a contribution,joy
Well you know,joy
We're all doing what we can,joy
All I can tell you is brother you have to wait,joy
Don't you know it's gonna be alright,joy
Alright Alright,joy
Well you know,joy
You tell me it's the institution,joy
Well you know,joy
You better free your mind instead,joy
But if you go carrying pictures of Chairman Mao,joy
You ain't going to make it with anyone anyhow,joy
Don't you know know it's gonna be alright,joy
Alright Alright,joy
-- The Beatles,joy
Karl Marx was onto something,joy
Not exactly how anyone wants to go out,joy
Stiffer than a starched Eton collar,joy
Welcome to the future and recent past,joy
It will take total deprogramming,joy
It will take an exit from the current compromised system,joy
Programming In Action,joy
Like other socialists Marx and Engels sought an end to capitalism and the systems which they perceived to be responsible for the exploitation of workers,joy
- from Wikipedia,joy
I was led through an interesting internet surfing session to a full-on philosophical debate between members of these two camps in which it appears as though the Leninist scored a numbing defeat,joy
Perhaps,joy
We are a nation of air-conditioned drive-thru frequenting automatic can-opener using processed meat-eating hands-free restroom-using workers,joy
We live to work but work is not our collective life,joy
Most of us do not choose to work,joy
We work because the system demands that we operate the machinery,joy
That's the American Dream,joy
Let me have my toaster and my TV and my steel-belted radials and I won't say anything,joy
I don't want you to write to your Congressman because I wouldn't know what to tell you to write,joy
You've gotta say I'm a human being goddammit!,joy
So I want you to get up now,joy
I want all of you to get up out of your chairs,joy
and I'm not going to take this anymore!!,joy
Peter Finch as Howard Beale in Network (1976),joy
So I started my first job this week,joy
Yeah I know I'm 19 but I never worked,joy
I volunteered at a store once but that was about it,joy
I was more tired because I was used to sleeping in until like 10 but now I have to wake up at 7,joy
The job is really nice,joy
She actually knows a couple of people that I know,joy
Today sucked,joy
Again,joy
Ugh,joy
I just don't get it,joy
I'm just such a complete airhead,joy
It just feels like my brain has ceased to function,joy
Or like there like fluff in it instead of a brain,joy
'eeh,joy
okaaay then,joy
' and continues talking to someone else,joy
And then worst thing is? I don't DO anything about it,joy
(Why yes I have in fact spent the rest of the day imagining paint-based emergencies,joy
At once!),joy
Ahem,joy
I checked two poltergeist books out of the library today,joy
Yeah,joy
EWWW,joy
Well if you do remember that catchy song?,joy
You know Easy?,joy
By a band called Big Country,joy
Okay if you're going to be cooler than anyone saying that you're cooler than my mom is a fucking given,joy
He told me she has conversations with his away message online,joy
[self-explanatory],joy
Very odd and peculiar,joy
You choose the answer,joy
My first day at Banana Republic is actually going to be this Saturday not Sunday,joy
Some chick named Monica called and asked if I could work,joy
Sure,joy
No pun intended,joy
Get a fucking clue,joy
Lame lame lame comparison I know,joy
But a video like that has to be stuck in there somewhere,joy
Well,joy
I listened to a few of them,joy
The closest to the origanal is Panic!s cover on This is Halloween,joy
There are so many things that never make it past the filter into this blog,joy
I am never totally sure who is reading (people who don't have time or inclination to comment?,joy
That and time,joy
I tend to have great ideas about commentary about midday and don't get around to blogging until later and the mood has passed,joy
And you can bet I gave it a lot of thought,joy
So we are,joy
Update:,joy
Eric:,joy
first let me say this is one of the stupidest fucking reasons to be (once again) pissy with someone,joy
Fucking seriously kid,joy
This was on myspace today,joy
So I've stopped listening,joy
I attempted to have a normal conversation with him and apparently my basic human right to hang up whenever I choose to do so Is not allowed,joy
No more,joy
I dressed conservatively and had no idea what I was doing,joy
Long story short I learned a lot,joy
The results: Careless Driving (required when you hydroplane) and 2 points on my driving record and 60 dollar fine,joy
Every one was really nice even the judge,joy
I get 9 in one yr and ive never had a ticket before so I will be fine,joy
So I pulled over and ran up,joy
I walked up to him Whats going on you need some help?,joy
He said yah,joy
I backed up during all this and looked under the vehicle only to see flames roaring towards the gas tank,joy
after though I was thinking about it it would have been kinda cool to get interviewed for pulling him out,joy
I dont think I saved his life but I may have saved his legs and a lot of skin,joy
Who knows,joy
I remain anonymous in the newspaper and life goes on,joy
Poor kid though,joy
An honesty,joy
Anyways Life goes on,joy
And I've been thinking my earlier comment about how this stuff finds me Many people drove past and many cars were infront of me in that exit lane maybe this stuff is just as equally around everyone I only choose to stop,joy
but If it was more discrete and people only saw the car in the ditch or only saw me take out the sign how long would it have taken someone to stop?,joy
How many people a day drive by cars with hadards on or sitting n the side of the road,joy
He didnt even get my name but Im sure he will not forget me,joy
K enough with that kinda thought,joy
It was SOOOO nice to see them,joy
Just what I needed to collect myself and continue home,joy
Novmber 11th is the next time I will for sure be there for the weekend I have courtney and im coming down early to stay at scotts,joy
He does not know this yet I need to call him this week,joy
I can't wait to go on a night drive with Brian and just chill out there for awhile,joy
But Maria does not want me too so Paul came in for me My finger needs to get better faster,joy
Typical day I suppose,joy
Yesterday was eventful today is relaxing,joy
Im going to mail grandma a letter tonight,joy
She will be just fine,joy
I know noone who reads this besides myself so it does not matter,joy
no goal tonight,joy
Just go with the flow,joy
And not even that I can't relate or try to,joy
I just don't,joy
What also started me thinking like this is the whole dating issue,joy
There are not a lot of guys that I will go for,joy
say,joy
- I don't think it's okay to display women provocatively everywhere just to sell a product,joy
Go ahead care about the environment but don't care about demeaning women),joy
- I don't drink excessive amounts to project an image of being cool,joy
I don't drink excessive amounts because I am bored,joy
- I listen,joy
- I actually take notice of nice days smells etc and appreciate it appreciate the luxuriousness of things like that and let it effect me I don't just trample it in my Uggs,joy
- I try not to listen to rap because it perpetuates stereotypes,joy
- I don't say like every other word,joy
Nor do I continually inflect the ends of my sentences upwards,joy
I could go on,joy
Meh,joy
Its not my bag and I don't really even want to be around it,joy
What is so wrong about REMEMBERING the weekend?,joy
Please if you exist anywhere let me know!,joy
All of my co-workers are people like that,joy
So I did and then the second dog growls at me too and Im likeShould I run or keep walking?,joy
So I kept walking and then the other dog that crossed the street comes back running at me and I said OHH SSHHIITTT!!!,joy
And I saw a house with the gate door opened slightly and I squeezed in there sumhow sumway!!!,joy
WITH MY BACKPACK ON ME!!!,joy
So yeah I stayed in that house for like three minutes then I got up and checked to see if the dogs were gone and they were so I tried squeezing out the same way I squeezed in but I didnt fit so I just opened the door and left,joy
I WUZ SCARED!!!,joy
Just remember in the winter far beneath the bitter snow ,joy
-The Rose,joy
Bette Middler,joy
There is a prospect and I think I am going to go for him,joy
I think I will wake from the dream and I will see if I cannot turn it into a reality,joy
I did an SAT Lit practice test on each bus ride because I am cool and I did better than I expected,joy
If you haven't heard them search iTunes and download the Podcast,joy
The staff is currently in the process of archiving every one of these 30-45 second clips ever made so I spent almost all day going through them,joy
I had to listen to each fully and make note of any audio or labelling defects and whether there was an advertisement at the end,joy
I totally loved it because I am a geek,joy
At first I thought that someone had inexplicably decided to RV in the middle of Broadway but a man with a French accent told me it was for a Will Smith movie,joy
I went out to Starbucks for lunch,joy
**As in Farrell I assume,joy
Funny she usually thinks I'm Nora,joy
Hey all ,joy
I got a call this morning asking me to come in for an interview today at 1:30pm,joy
I was psyched,joy
ugh,joy
I went back had 6 mins to go get it and get back to the bus stop,joy
I got it got back to the station and my bus came right away,joy
I got on the bus dropped my resume on the wet floor and almost dropped my mp3 player,joy
So I tried to relax on the bus on the way,joy
When I got there I went in and told them I was there and waited,joy
They told me that they would set me up for the next interview by calling me in the next day or 2,joy
The next interview is with the general manager of the store it will likely take place on Saturday,joy
The 2 interviewing me were thinking of placing me in digital imaging due to my background with photography and video editing I told them that it would likely turn out to be too easy for me in the long run and that I was hoping for a position more challenging so that I could learn more overall,joy
I said that I want to work in the TV department as I want to learn more about them,joy
Oh if I get a job at Futureshop It looks like I would be starting there around November 8th,joy
We'll see how things go,joy
My plans coming up,joy
Tomorrow: Gotta go to MDG for the last time to pick up my paycheck for that week and a half I was there,joy
Friday: Going to a movie or 2 with Paul at Rainbow cinemas,joy
Saturday: Hopefully the interview at futureshop,joy
Oct 21st: If I'm free I want to check out Brad Sucks live in concert,joy
I would try to do some video too,joy
That is all for now ,joy
So yeah I did,joy
The night before I was really,joy
Seriously,joy
Okay,joy
So that night I decide,joy
Hmm I remember Gareth's password why don't I spy to see whats going on,joy
I never would do that but I had to because I was speculating about the whole thing,joy
So I did and I got so panicy that I only got to the 6th page,joy
and I was freak it,joy
So,joy
Really scared,joy
So he kinda knew something was wrong,joy
So I did anyway,joy
in a WORD document,joy
and he said that it was understandable,joy
And he said I gave you my password for a reason so we wouldn't have to keep secrets from each other,joy
Majorly,joy
Then,joy
And I was like,joy
Well if you want,joy
But I was like Do what you want,joy
He's like yeah he would wait a couple of weeks and delete her,joy
but it happened,joy
because then afterwards I had a BIG HEADACHE!,joy
But I feel okay,joy
Ehh,joy
it's a little more complicated,joy
have u ever been chased with a knife?,joy
so I ain't much to prove,joy
